state,year,level,metric,value,unit,pdf_file,pdf_page,printed_label,note
Dadra & Nagar Haveli and Daman & Diu,2023-24,Middle and Secondary,govt_aided_schools_with_ict_lab,75,percent,UDISE_2023-2024.pdf,166,Percentage of Government Aided Schools with Middle and Secondary sections having: ICT labs,Table x.9 col (10)
Dadra & Nagar Haveli and Daman & Diu,2023-24,Middle and Secondary,govt_aided_schools_with_functional_ict_lab,75,percent,UDISE_2023-2024.pdf,166,Percentage of Government Aided Schools with Middle and Secondary sections having: Functional ICT Labs,Table x.9 col (11)
Delhi,2023-24,Middle and Secondary,govt_schools_total,1142,count,UDISE_2023-2024.pdf,166,Number of Government Schools with Middle and Secondary sections having: Total,Table x.9 col (2)
Delhi,2023-24,Middle and Secondary,govt_schools_with_ict_lab,997,count,UDISE_2023-2024.pdf,166,Number of Government Schools with Middle and Secondary sections having: ICT labs,Table x.9 col (3)
Delhi,2023-24,Middle and Secondary,govt_schools_with_functional_ict_lab,709,count,UDISE_2023-2024.pdf,166,Number of Government Schools with Middle and Secondary sections having: Functional ICT Labs,Table x.9 col (4)
Delhi,2023-24,Middle and Secondary,govt_aided_schools_total,199,count,UDISE_2023-2024.pdf,166,Number of Government Aided Schools with Middle and Secondary sections having: Total,Table x.9 col (5)
Delhi,2023-24,Middle and Secondary,govt_aided_schools_with_ict_lab,137,count,UDISE_2023-2024.pdf,166,Number of Government Aided Schools with Middle and Secondary sections having: ICT labs,Table x.9 col (6)
Delhi,2023-24,Middle and Secondary,govt_aided_schools_with_functional_ict_lab,52,count,UDISE_2023-2024.pdf,166,Number of Government Aided Schools with Middle and Secondary sections having: Functional ICT Labs,Table x.9 col (7)
Delhi,2023-24,Middle and Secondary,govt_schools_with_ict_lab,87.3,percent,UDISE_2023-2024.pdf,166,Percentage of Government Schools with Middle and Secondary sections having: ICT labs,Table x.9 col (8)
Delhi,2023-24,Middle and Secondary,govt_schools_with_functional_ict_lab,62.1,percent,UDISE_2023-2024.pdf,166,Percentage of Government Schools with Middle and Secondary sections having: Functional ICT Labs,Table x.9 col (9)
Delhi,2023-24,Middle and Secondary,govt_aided_schools_with_ict_lab,68.8,percent,UDISE_2023-2024.pdf,166,Percentage of Government Aided Schools with Middle and Secondary sections having: ICT labs,Table x.9 col (10)
Delhi,2023-24,Middle and Secondary,govt_aided_schools_with_functional_ict_lab,26.1,percent,UDISE_2023-2024.pdf,166,Percentage of Government Aided Schools with Middle and Secondary sections having: Functional ICT Labs,Table x.9 col (11)
Goa,2023-24,Middle and Secondary,govt_schools_total,134,count,UDISE_2023-2024.pdf,166,Number of Government Schools with Middle and Secondary sections having: Total,Table x.9 col (2)
Goa,2023-24,Middle and Secondary,govt_schools_with_ict_lab,54,count,UDISE_2023-2024.pdf,166,Number of Government Schools with Middle and Secondary sections having: ICT labs,Table x.9 col (3)
Goa,2023-24,Middle and Secondary,govt_schools_with_functional_ict_lab,50,count,UDISE_2023-2024.pdf,166,Number of Government Schools with Middle and Secondary sections having: Functional ICT Labs,Table x.9 col (4)
Goa,2023-24,Middle and Secondary,govt_aided_schools_total,449,count,UDISE_2023-2024.pdf,166,Number of Government Aided Schools with Middle and Secondary sections having: Total,Table x.9 col (5)
Goa,2023-24,Middle and Secondary,govt_aided_schools_with_ict_lab,186,count,UDISE_2023-2024.pdf,166,Number of Government Aided Schools with Middle and Secondary sections having: ICT labs,Table x.9 col (6)
Goa,2023-24,Middle and Secondary,govt_aided_schools_with_functional_ict_lab,179,count,UDISE_2023-2024.pdf,166,Number of Government Aided Schools with Middle and Secondary sections having: Functional ICT Labs,Table x.9 col (7)
Goa,2023-24,Middle and Secondary,govt_schools_with_ict_lab,40.3,percent,UDISE_2023-2024.pdf,166,Percentage of Government Schools with Middle and Secondary sections having: ICT labs,Table x.9 col (8)
Goa,2023-24,Middle and Secondary,govt_schools_with_functional_ict_lab,37.3,percent,UDISE_2023-2024.pdf,166,Percentage of Government Schools with Middle and Secondary sections having: Functional ICT Labs,Table x.9 col (9)
Goa,2023-24,Middle and Secondary,govt_aided_schools_with_ict_lab,41.4,percent,UDISE_2023-2024.pdf,166,Percentage of Government Aided Schools with Middle and Secondary sections having: ICT labs,Table x.9 col (10)
Goa,2023-24,Middle and Secondary,govt_aided_schools_with_functional_ict_lab,39.9,percent,UDISE_2023-2024.pdf,166,Percentage of Government Aided Schools with Middle and Secondary sections having: Functional ICT Labs,Table x.9 col (11)
Gujarat,2023-24,Middle and Secondary,govt_schools_total,22242,count,UDISE_2023-2024.pdf,166,Number of Government Schools with Middle and Secondary sections having: Total,Table x.9 col (2)
Gujarat,2023-24,Middle and Secondary,govt_schools_with_ict_lab,10900,count,UDISE_2023-2024.pdf,166,Number of Government Schools with Middle and Secondary sections having: ICT labs,Table x.9 col (3)
Gujarat,2023-24,Middle and Secondary,govt_schools_with_functional_ict_lab,9755,count,UDISE_2023-2024.pdf,166,Number of Government Schools with Middle and Secondary sections having: Functional ICT Labs,Table x.9 col (4)
Gujarat,2023-24,Middle and Secondary,govt_aided_schools_total,5471,count,UDISE_2023-2024.pdf,166,Number of Government Aided Schools with Middle and Secondary sections having: Total,Table x.9 col (5)
Gujarat,2023-24,Middle and Secondary,govt_aided_schools_with_ict_lab,2094,count,UDISE_2023-2024.pdf,166,Number of Government Aided Schools with Middle and Secondary sections having: ICT labs,Table x.9 col (6)
Gujarat,2023-24,Middle and Secondary,govt_aided_schools_with_functional_ict_lab,1498,count,UDISE_2023-2024.pdf,166,Number of Government Aided Schools with Middle and Secondary sections having: Functional ICT Labs,Table x.9 col (7)
Gujarat,2023-24,Middle and Secondary,govt_schools_with_ict_lab,49,percent,UDISE_2023-2024.pdf,166,Percentage of Government Schools with Middle and Secondary sections having: ICT labs,Table x.9 col (8)
Gujarat,2023-24,Middle and Secondary,govt_schools_with_functional_ict_lab,43.9,percent,UDISE_2023-2024.pdf,166,Percentage of Government Schools with Middle and Secondary sections having: Functional ICT Labs,Table x.9 col (9)
Gujarat,2023-24,Middle and Secondary,govt_aided_schools_with_ict_lab,38.3,percent,UDISE_2023-2024.pdf,166,Percentage of Government Aided Schools with Middle and Secondary sections having: ICT labs,Table x.9 col (10)
Gujarat,2023-24,Middle and Secondary,govt_aided_schools_with_functional_ict_lab,27.4,percent,UDISE_2023-2024.pdf,166,Percentage of Government Aided Schools with Middle and Secondary sections having: Functional ICT Labs,Table x.9 col (11)
Haryana,2023-24,Middle and Secondary,govt_schools_total,5694,count,UDISE_2023-2024.pdf,166,Number of Government Schools with Middle and Secondary sections having: Total,Table x.9 col (2)
Haryana,2023-24,Middle and Secondary,govt_schools_with_ict_lab,2831,count,UDISE_2023-2024.pdf,166,Number of Government Schools with Middle and Secondary sections having: ICT labs,Table x.9 col (3)
Haryana,2023-24,Middle and Secondary,govt_schools_with_functional_ict_lab,2176,count,UDISE_2023-2024.pdf,166,Number of Government Schools with Middle and Secondary sections having: Functional ICT Labs,Table x.9 col (4)
Haryana,2023-24,Middle and Secondary,govt_aided_schools_total,4,count,UDISE_2023-2024.pdf,166,Number of Government Aided Schools with Middle and Secondary sections having: Total,Table x.9 col (5)
Haryana,2023-24,Middle and Secondary,govt_aided_schools_with_ict_lab,1,count,UDISE_2023-2024.pdf,166,Number of Government Aided Schools with Middle and Secondary sections having: ICT labs,Table x.9 col (6)
Haryana,2023-24,Middle and Secondary,govt_aided_schools_with_functional_ict_lab,1,count,UDISE_2023-2024.pdf,166,Number of Government Aided Schools with Middle and Secondary sections having: Functional ICT Labs,Table x.9 col (7)
Haryana,2023-24,Middle and Secondary,govt_schools_with_ict_lab,49.7,percent,UDISE_2023-2024.pdf,166,Percentage of Government Schools with Middle and Secondary sections having: ICT labs,Table x.9 col (8)
Haryana,2023-24,Middle and Secondary,govt_schools_with_functional_ict_lab,38.2,percent,UDISE_2023-2024.pdf,166,Percentage of Government Schools with Middle and Secondary sections having: Functional ICT Labs,Table x.9 col (9)
Haryana,2023-24,Middle and Secondary,govt_aided_schools_with_ict_lab,25,percent,UDISE_2023-2024.pdf,166,Percentage of Government Aided Schools with Middle and Secondary sections having: ICT labs,Table x.9 col (10)
Haryana,2023-24,Middle and Secondary,govt_aided_schools_with_functional_ict_lab,25,percent,UDISE_2023-2024.pdf,166,Percentage of Government Aided Schools with Middle and Secondary sections having: Functional ICT Labs,Table x.9 col (11)
Himachal Pradesh,2023-24,Middle and Secondary,govt_schools_total,4850,count,UDISE_2023-2024.pdf,166,Number of Government Schools with Middle and Secondary sections having: Total,Table x.9 col (2)
Himachal Pradesh,2023-24,Middle and Secondary,govt_schools_with_ict_lab,2695,count,UDISE_2023-2024.pdf,166,Number of Government Schools with Middle and Secondary sections having: ICT labs,Table x.9 col (3)
Himachal Pradesh,2023-24,Middle and Secondary,govt_schools_with_functional_ict_lab,2583,count,UDISE_2023-2024.pdf,166,Number of Government Schools with Middle and Secondary sections having: Functional ICT Labs,Table x.9 col (4)
Himachal Pradesh,2023-24,Middle and Secondary,govt_aided_schools_total,0,count,UDISE_2023-2024.pdf,166,Number of Government Aided Schools with Middle and Secondary sections having: Total,Table x.9 col (5)
Himachal Pradesh,2023-24,Middle and Secondary,govt_aided_schools_with_ict_lab,0,count,UDISE_2023-2024.pdf,166,Number of Government Aided Schools with Middle and Secondary sections having: ICT labs,Table x.9 col (6)
Himachal Pradesh,2023-24,Middle and Secondary,govt_aided_schools_with_functional_ict_lab,0,count,UDISE_2023-2024.pdf,166,Number of Government Aided Schools with Middle and Secondary sections having: Functional ICT Labs,Table x.9 col (7)
Himachal Pradesh,2023-24,Middle and Secondary,govt_schools_with_ict_lab,55.6,percent,UDISE_2023-2024.pdf,166,Percentage of Government Schools with Middle and Secondary sections having: ICT labs,Table x.9 col (8)
Himachal Pradesh,2023-24,Middle and Secondary,govt_schools_with_functional_ict_lab,53.3,percent,UDISE_2023-2024.pdf,166,Percentage of Government Schools with Middle and Secondary sections having: Functional ICT Labs,Table x.9 col (9)
Himachal Pradesh,2023-24,Middle and Secondary,govt_aided_schools_with_ict_lab,0,percent,UDISE_2023-2024.pdf,166,Percentage of Government Aided Schools with Middle and Secondary sections having: ICT labs,Table x.9 col (10)
Himachal Pradesh,2023-24,Middle and Secondary,govt_aided_schools_with_functional_ict_lab,0,percent,UDISE_2023-2024.pdf,166,Percentage of Government Aided Schools with Middle and Secondary sections having: Functional ICT Labs,Table x.9 col (11)
Jammu & Kashmir,2023-24,Middle and Secondary,govt_schools_total,9820,count,UDISE_2023-2024.pdf,166,Number of Government Schools with Middle and Secondary sections having: Total,Table x.9 col (2)
Jammu & Kashmir,2023-24,Middle and Secondary,govt_schools_with_ict_lab,2335,count,UDISE_2023-2024.pdf,166,Number of Government Schools with Middle and Secondary sections having: ICT labs,Table x.9 col (3)
Jammu & Kashmir,2023-24,Middle and Secondary,govt_schools_with_functional_ict_lab,2089,count,UDISE_2023-2024.pdf,166,Number of Government Schools with Middle and Secondary sections having: Functional ICT Labs,Table x.9 col (4)
Jammu & Kashmir,2023-24,Middle and Secondary,govt_aided_schools_total,1,count,UDISE_2023-2024.pdf,166,Number of Government Aided Schools with Middle and Secondary sections having: Total,Table x.9 col (5)
Jammu & Kashmir,2023-24,Middle and Secondary,govt_aided_schools_with_ict_lab,0,count,UDISE_2023-2024.pdf,166,Number of Government Aided Schools with Middle and Secondary sections having: ICT labs,Table x.9 col (6)
Jammu & Kashmir,2023-24,Middle and Secondary,govt_aided_schools_with_functional_ict_lab,0,count,UDISE_2023-2024.pdf,166,Number of Government Aided Schools with Middle and Secondary sections having: Functional ICT Labs,Table x.9 col (7)
Jammu & Kashmir,2023-24,Middle and Secondary,govt_schools_with_ict_lab,23.8,percent,UDISE_2023-2024.pdf,166,Percentage of Government Schools with Middle and Secondary sections having: ICT labs,Table x.9 col (8)
Jammu & Kashmir,2023-24,Middle and Secondary,govt_schools_with_functional_ict_lab,21.3,percent,UDISE_2023-2024.pdf,166,Percentage of Government Schools with Middle and Secondary sections having: Functional ICT Labs,Table x.9 col (9)
Jammu & Kashmir,2023-24,Middle and Secondary,govt_aided_schools_with_ict_lab,0,percent,UDISE_2023-2024.pdf,166,Percentage of Government Aided Schools with Middle and Secondary sections having: ICT labs,Table x.9 col (10)
Jammu & Kashmir,2023-24,Middle and Secondary,govt_aided_schools_with_functional_ict_lab,0,percent,UDISE_2023-2024.pdf,166,Percentage of Government Aided Schools with Middle and Secondary sections having: Functional ICT Labs,Table x.9 col (11)
Jharkhand,2023-24,Middle and Secondary,govt_schools_total,14521,count,UDISE_2023-2024.pdf,166,Number of Government Schools with Middle and Secondary sections having: Total,Table x.9 col (2)
Jharkhand,2023-24,Middle and Secondary,govt_schools_with_ict_lab,2921,count,UDISE_2023-2024.pdf,166,Number of Government Schools with Middle and Secondary sections having: ICT labs,Table x.9 col (3)
Jharkhand,2023-24,Middle and Secondary,govt_schools_with_functional_ict_lab,2626,count,UDISE_2023-2024.pdf,166,Number of Government Schools with Middle and Secondary sections having: Functional ICT Labs,Table x.9 col (4)
Jharkhand,2023-24,Middle and Secondary,govt_aided_schools_total,673,count,UDISE_2023-2024.pdf,166,Number of Government Aided Schools with Middle and Secondary sections having: Total,Table x.9 col (5)
Jharkhand,2023-24,Middle and Secondary,govt_aided_schools_with_ict_lab,36,count,UDISE_2023-2024.pdf,166,Number of Government Aided Schools with Middle and Secondary sections having: ICT labs,Table x.9 col (6)
Jharkhand,2023-24,Middle and Secondary,govt_aided_schools_with_functional_ict_lab,22,count,UDISE_2023-2024.pdf,166,Number of Government Aided Schools with Middle and Secondary sections having: Functional ICT Labs,Table x.9 col (7)
Jharkhand,2023-24,Middle and Secondary,govt_schools_with_ict_lab,20.1,percent,UDISE_2023-2024.pdf,166,Percentage of Government Schools with Middle and Secondary sections having: ICT labs,Table x.9 col (8)
